date,price,type
2022-02-17,84.25,UK (£ per tonne)
2022-02-18,89.47,Europe (€ per tonne)
2022-02-18,88.0,UK (£ per tonne)
2022-02-19,89.47,Europe (€ per tonne)
2022-02-19,88.0,UK (£ per tonne)
2022-02-20,89.47,Europe (€ per tonne)
2022-02-20,88.0,UK (£ per tonne)
2022-02-21,89.68,Europe (€ per tonne)
2022-02-21,87.85,UK (£ per tonne)
2022-02-22,89.77,Europe (€ per tonne)
2022-02-22,85.53,UK (£ per tonne)
2022-02-23,95.07,Europe (€ per tonne)
2022-02-23,87.22,UK (£ per tonne)
2022-02-24,87.03,Europe (€ per tonne)
2022-02-24,81.92,UK (£ per tonne)
2022-02-25,88.14,Europe (€ per tonne)
2022-02-25,83.86,UK (£ per tonne)
2022-02-26,88.14,Europe (€ per tonne)
2022-02-26,83.86,UK (£ per tonne)
2022-02-27,88.14,Europe (€ per tonne)
2022-02-27,83.86,UK (£ per tonne)
2022-02-28,82.21,Europe (€ per tonne)
2022-02-28,79.59,UK (£ per tonne)
2022-03-01,68.85,Europe (€ per tonne)
2022-03-01,70.75,UK (£ per tonne)
2022-03-02,68.49,Europe (€ per tonne)
2022-03-02,72.99,UK (£ per tonne)
2022-03-03,67.35,Europe (€ per tonne)
2022-03-03,72.05,UK (£ per tonne)
2022-03-04,65.1,Europe (€ per tonne)
2022-03-04,71.81,UK (£ per tonne)
2022-03-05,65.1,Europe (€ per tonne)
2022-03-05,71.81,UK (£ per tonne)
2022-03-06,65.1,Europe (€ per tonne)
2022-03-06,71.81,UK (£ per tonne)
2022-03-07,58.3,Europe (€ per tonne)
2022-03-07,69.17,UK (£ per tonne)
2022-03-08,68.51,Europe (€ per tonne)
2022-03-08,69.77,UK (£ per tonne)
2022-03-09,73.18,Europe (€ per tonne)
2022-03-09,68.29,UK (£ per tonne)
2022-03-10,76.41,Europe (€ per tonne)
2022-03-10,73.42,UK (£ per tonne)
2022-03-11,76.76,Europe (€ per tonne)
2022-03-11,76.0,UK (£ per tonne)
2022-03-12,76.76,Europe (€ per tonne)
2022-03-12,76.0,UK (£ per tonne)
2022-03-13,76.76,Europe (€ per tonne)
2022-03-13,76.0,UK (£ per tonne)
2022-03-14,78.28,Europe (€ per tonne)
2022-03-14,78.93,UK (£ per tonne)
2022-03-15,77.43,Europe (€ per tonne)
2022-03-15,80.43,UK (£ per tonne)
2022-03-16,78.16,Europe (€ per tonne)
2022-03-16,81.85,UK (£ per tonne)
2022-03-17,79.89,Europe (€ per tonne)
2022-03-17,82.94,UK (£ per tonne)
2022-03-18,78.89,Europe (€ per tonne)
2022-03-18,80.91,UK (£ per tonne)
2022-03-19,78.89,Europe (€ per tonne)
2022-03-19,80.91,UK (£ per tonne)
2022-03-20,78.89,Europe (€ per tonne)
2022-03-20,80.91,UK (£ per tonne)
2022-03-21,78.39,Europe (€ per tonne)
2022-03-21,78.68,UK (£ per tonne)
2022-03-22,80.67,Europe (€ per tonne)
2022-03-22,75.91,UK (£ per tonne)
2022-03-23,76.6,Europe (€ per tonne)
2022-03-23,76.18,UK (£ per tonne)
2022-03-24,78.24,Europe (€ per tonne)
2022-03-24,77.39,UK (£ per tonne)
2022-03-25,78.6,Europe (€ per tonne)
2022-03-25,76.71,UK (£ per tonne)
2022-03-26,78.6,Europe (€ per tonne)
2022-03-26,76.71,UK (£ per tonne)
2022-03-27,78.6,Europe (€ per tonne)
2022-03-27,76.71,UK (£ per tonne)
2022-03-28,80.81,Europe (€ per tonne)
2022-03-28,78.75,UK (£ per tonne)
2022-03-29,81.7,Europe (€ per tonne)
2022-03-29,80.29,UK (£ per tonne)
2022-03-30,78.31,Europe (€ per tonne)
2022-03-30,76.78,UK (£ per tonne)
2022-03-31,76.48,Europe (€ per tonne)
2022-03-31,75.77,UK (£ per tonne)
2022-04-01,78.49,Europe (€ per tonne)
2022-04-01,75.33,UK (£ per tonne)
2022-04-02,78.49,Europe (€ per tonne)
2022-04-02,75.33,UK (£ per tonne)
2022-04-03,78.49,Europe (€ per tonne)
2022-04-03,75.33,UK (£ per tonne)
2022-04-04,78.5,Europe (€ per tonne)
2022-04-04,74.25,UK (£ per tonne)
2022-04-05,78.05,Europe (€ per tonne)
2022-04-05,72.89,UK (£ per tonne)
2022-04-06,77.18,Europe (€ per tonne)
2022-04-06,72.66,UK (£ per tonne)
2022-04-07,79.94,Europe (€ per tonne)
2022-04-07,76.28,UK (£ per tonne)
2022-04-08,80.09,Europe (€ per tonne)
2022-04-08,77.75,UK (£ per tonne)
2022-04-09,80.09,Europe (€ per tonne)
2022-04-09,77.75,UK (£ per tonne)
2022-04-10,80.09,Europe (€ per tonne)
2022-04-10,77.75,UK (£ per tonne)
2022-04-11,77.95,Europe (€ per tonne)
2022-04-11,77.22,UK (£ per tonne)
2022-04-12,79.01,Europe (€ per tonne)
2022-04-12,77.45,UK (£ per tonne)
2022-04-13,77.44,Europe (€ per tonne)
2022-04-13,76.81,UK (£ per tonne)
2022-04-14,79.97,Europe (€ per tonne)
2022-04-14,77.9,UK (£ per tonne)
2022-04-15,79.97,Europe (€ per tonne)
2022-04-15,77.9,UK (£ per tonne)
2022-04-16,79.97,Europe (€ per tonne)
2022-04-16,77.9,UK (£ per tonne)
2022-04-17,79.97,Europe (€ per tonne)
2022-04-17,77.9,UK (£ per tonne)
2022-04-18,79.97,Europe (€ per tonne)
2022-04-18,77.9,UK (£ per tonne)
2022-04-19,80.2,Europe (€ per tonne)
2022-04-19,74.78,UK (£ per tonne)
2022-04-20,87.82,Europe (€ per tonne)
2022-04-20,79.6,UK (£ per tonne)
2022-04-21,86.44,Europe (€ per tonne)
2022-04-21,79.91,UK (£ per tonne)
2022-04-22,88.99,Europe (€ per tonne)
2022-04-22,82.55,UK (£ per tonne)
2022-04-23,88.99,Europe (€ per tonne)
2022-04-23,82.55,UK (£ per tonne)
2022-04-24,88.99,Europe (€ per tonne)
2022-04-24,82.55,UK (£ per tonne)
2022-04-25,83.46,Europe (€ per tonne)
2022-04-25,80.91,UK (£ per tonne)
2022-04-26,82.71,Europe (€ per tonne)
2022-04-26,81.63,UK (£ per tonne)
2022-04-27,81.01,Europe (€ per tonne)
2022-04-27,80.33,UK (£ per tonne)
2022-04-28,82.68,Europe (€ per tonne)
2022-04-28,81.15,UK (£ per tonne)
2022-04-29,84.45,Europe (€ per tonne)
2022-04-29,80.75,UK (£ per tonne)
2022-04-30,84.45,Europe (€ per tonne)
2022-04-30,80.75,UK (£ per tonne)
2022-05-01,84.45,Europe (€ per tonne)
2022-05-01,80.75,UK (£ per tonne)
2022-05-02,83.04,Europe (€ per tonne)
2022-05-02,80.75,UK (£ per tonne)
2022-05-03,88.19,Europe (€ per tonne)
2022-05-03,82.88,UK (£ per tonne)
2022-05-04,88.31,Europe (€ per tonne)
2022-05-04,82.64,UK (£ per tonne)
2022-05-05,88.91,Europe (€ per tonne)
2022-05-05,84.65,UK (£ per tonne)
2022-05-06,91.54,Europe (€ per tonne)
2022-05-06,88.8,UK (£ per tonne)
2022-05-07,91.54,Europe (€ per tonne)
2022-05-07,88.8,UK (£ per tonne)
2022-05-08,91.54,Europe (€ per tonne)
2022-05-08,88.8,UK (£ per tonne)
2022-05-09,87.02,Europe (€ per tonne)
2022-05-09,87.25,UK (£ per tonne)
2022-05-10,87.34,Europe (€ per tonne)
2022-05-10,87.37,UK (£ per tonne)
2022-05-11,88.83,Europe (€ per tonne)
2022-05-11,88.97,UK (£ per tonne)
2022-05-12,88.26,Europe (€ per tonne)
2022-05-12,85.83,UK (£ per tonne)
2022-05-13,88.48,Europe (€ per tonne)
2022-05-13,84.1,UK (£ per tonne)
2022-05-14,88.48,Europe (€ per tonne)
2022-05-14,84.1,UK (£ per tonne)
2022-05-15,88.48,Europe (€ per tonne)
2022-05-15,84.1,UK (£ per tonne)
2022-05-16,89.56,Europe (€ per tonne)
2022-05-16,84.72,UK (£ per tonne)
2022-05-17,91.72,Europe (€ per tonne)
2022-05-17,85.5,UK (£ per tonne)
2022-05-18,84.64,Europe (€ per tonne)
2022-05-18,83.07,UK (£ per tonne)
2022-05-19,83.18,Europe (€ per tonne)
2022-05-19,83.45,UK (£ per tonne)
2022-05-20,80.39,Europe (€ per tonne)
2022-05-20,82.37,UK (£ per tonne)
2022-05-21,80.39,Europe (€ per tonne)
2022-05-21,82.37,UK (£ per tonne)
2022-05-22,80.39,Europe (€ per tonne)
2022-05-22,82.37,UK (£ per tonne)
2022-05-23,78.15,Europe (€ per tonne)
2022-05-23,80.1,UK (£ per tonne)
2022-05-24,81.32,Europe (€ per tonne)
2022-05-24,80.4,UK (£ per tonne)
2022-05-25,81.4,Europe (€ per tonne)
2022-05-25,80.31,UK (£ per tonne)
2022-05-26,84.76,Europe (€ per tonne)
2022-05-26,82.47,UK (£ per tonne)
2022-05-27,84.2,Europe (€ per tonne)
2022-05-27,82.19,UK (£ per tonne)
2022-05-28,84.2,Europe (€ per tonne)
2022-05-28,82.19,UK (£ per tonne)
2022-05-29,84.2,Europe (€ per tonne)
2022-05-29,82.19,UK (£ per tonne)
2022-05-30,83.97,Europe (€ per tonne)
2022-05-30,81.17,UK (£ per tonne)
2022-05-31,84.02,Europe (€ per tonne)
2022-05-31,82.59,UK (£ per tonne)
2022-06-01,86.08,Europe (€ per tonne)
2022-06-01,82.66,UK (£ per tonne)
2022-06-02,86.34,Europe (€ per tonne)
2022-06-02,82.66,UK (£ per tonne)
2022-06-03,86.87,Europe (€ per tonne)
2022-06-03,82.66,UK (£ per tonne)
2022-06-04,86.87,Europe (€ per tonne)
2022-06-04,82.66,UK (£ per tonne)
2022-06-05,86.87,Europe (€ per tonne)
2022-06-05,82.66,UK (£ per tonne)
2022-06-06,81.43,Europe (€ per tonne)
2022-06-06,81.8,UK (£ per tonne)
2022-06-07,81.31,Europe (€ per tonne)
2022-06-07,82.56,UK (£ per tonne)
2022-06-08,79.81,Europe (€ per tonne)
2022-06-08,81.78,UK (£ per tonne)
2022-06-09,81.01,Europe (€ per tonne)
2022-06-09,82.24,UK (£ per tonne)
2022-06-10,81.86,Europe (€ per tonne)
2022-06-10,81.75,UK (£ per tonne)
2022-06-11,81.86,Europe (€ per tonne)
2022-06-11,81.75,UK (£ per tonne)
2022-06-12,81.86,Europe (€ per tonne)
2022-06-12,81.75,UK (£ per tonne)
2022-06-13,81.54,Europe (€ per tonne)
2022-06-13,81.2,UK (£ per tonne)
2022-06-14,84.15,Europe (€ per tonne)
2022-06-14,82.11,UK (£ per tonne)
2022-06-15,86.2,Europe (€ per tonne)
2022-06-15,82.37,UK (£ per tonne)
2022-06-16,83.0,Europe (€ per tonne)
2022-06-16,82.0,UK (£ per tonne)
2022-06-17,82.37,Europe (€ per tonne)
2022-06-17,81.35,UK (£ per tonne)
2022-06-18,82.37,Europe (€ per tonne)
2022-06-18,81.35,UK (£ per tonne)
2022-06-19,82.37,Europe (€ per tonne)
2022-06-19,81.35,UK (£ per tonne)
2022-06-20,84.0,Europe (€ per tonne)
2022-06-20,81.98,UK (£ per tonne)
2022-06-21,84.73,Europe (€ per tonne)
2022-06-21,81.5,UK (£ per tonne)
2022-06-22,81.88,Europe (€ per tonne)
2022-06-22,80.38,UK (£ per tonne)
2022-06-23,84.13,Europe (€ per tonne)
2022-06-23,80.28,UK (£ per tonne)
2022-06-24,83.43,Europe (€ per tonne)
2022-06-24,80.98,UK (£ per tonne)
2022-06-25,83.43,Europe (€ per tonne)
2022-06-25,80.98,UK (£ per tonne)
2022-06-26,83.43,Europe (€ per tonne)
2022-06-26,80.98,UK (£ per tonne)
2022-06-27,85.05,Europe (€ per tonne)
2022-06-27,81.24,UK (£ per tonne)
2022-06-28,87.4,Europe (€ per tonne)
2022-06-28,82.85,UK (£ per tonne)
2022-06-29,88.35,Europe (€ per tonne)
2022-06-29,83.46,UK (£ per tonne)
2022-06-30,90.16,Europe (€ per tonne)
2022-06-30,84.99,UK (£ per tonne)
2022-07-01,85.58,Europe (€ per tonne)
2022-07-01,85.49,UK (£ per tonne)
2022-07-02,85.58,Europe (€ per tonne)
2022-07-02,85.49,UK (£ per tonne)
2022-07-03,85.58,Europe (€ per tonne)
2022-07-03,85.49,UK (£ per tonne)
2022-07-04,84.55,Europe (€ per tonne)
2022-07-04,85.38,UK (£ per tonne)
2022-07-05,83.19,Europe (€ per tonne)
2022-07-05,84.8,UK (£ per tonne)
2022-07-06,83.22,Europe (€ per tonne)
2022-07-06,83.01,UK (£ per tonne)
2022-07-07,84.92,Europe (€ per tonne)
2022-07-07,81.8,UK (£ per tonne)
2022-07-08,82.79,Europe (€ per tonne)
2022-07-08,81.5,UK (£ per tonne)
2022-07-09,82.79,Europe (€ per tonne)
2022-07-09,81.5,UK (£ per tonne)
2022-07-10,82.79,Europe (€ per tonne)
2022-07-10,81.5,UK (£ per tonne)
2022-07-11,84.36,Europe (€ per tonne)
2022-07-11,82.35,UK (£ per tonne)
2022-07-12,85.65,Europe (€ per tonne)
2022-07-12,82.54,UK (£ per tonne)
2022-07-13,83.86,Europe (€ per tonne)
2022-07-13,81.35,UK (£ per tonne)
2022-07-14,83.97,Europe (€ per tonne)
2022-07-14,81.4,UK (£ per tonne)
2022-07-15,85.38,Europe (€ per tonne)
2022-07-15,83.37,UK (£ per tonne)
2022-07-16,85.38,Europe (€ per tonne)
2022-07-16,83.37,UK (£ per tonne)
2022-07-17,85.38,Europe (€ per tonne)
2022-07-17,83.37,UK (£ per tonne)
2022-07-18,84.94,Europe (€ per tonne)
2022-07-18,83.95,UK (£ per tonne)
2022-07-19,83.65,Europe (€ per tonne)
2022-07-19,83.14,UK (£ per tonne)
2022-07-20,78.84,Europe (€ per tonne)
2022-07-20,78.63,UK (£ per tonne)
2022-07-21,78.11,Europe (€ per tonne)
2022-07-21,78.27,UK (£ per tonne)
2022-07-22,76.3,Europe (€ per tonne)
2022-07-22,77.03,UK (£ per tonne)
2022-07-23,76.3,Europe (€ per tonne)
2022-07-23,77.03,UK (£ per tonne)
2022-07-24,76.3,Europe (€ per tonne)
2022-07-24,77.03,UK (£ per tonne)
2022-07-25,76.37,Europe (€ per tonne)
2022-07-25,76.25,UK (£ per tonne)
2022-07-26,76.68,Europe (€ per tonne)
2022-07-26,76.89,UK (£ per tonne)
2022-07-27,76.14,Europe (€ per tonne)
2022-07-27,76.11,UK (£ per tonne)
2022-07-28,78.96,Europe (€ per tonne)
2022-07-28,77.9,UK (£ per tonne)
2022-07-29,78.55,Europe (€ per tonne)
2022-07-29,78.33,UK (£ per tonne)
2022-07-30,78.55,Europe (€ per tonne)
2022-07-30,78.33,UK (£ per tonne)
2022-07-31,78.55,Europe (€ per tonne)
2022-07-31,78.33,UK (£ per tonne)
2022-08-01,80.58,Europe (€ per tonne)
2022-08-01,78.78,UK (£ per tonne)
2022-08-02,81.95,Europe (€ per tonne)
2022-08-02,79.21,UK (£ per tonne)
2022-08-03,83.99,Europe (€ per tonne)
2022-08-03,80.52,UK (£ per tonne)
2022-08-04,84.19,Europe (€ per tonne)
2022-08-04,80.31,UK (£ per tonne)
2022-08-05,84.76,Europe (€ per tonne)
2022-08-05,81.31,UK (£ per tonne)
2022-08-06,84.76,Europe (€ per tonne)
2022-08-06,81.31,UK (£ per tonne)
2022-08-07,84.76,Europe (€ per tonne)
2022-08-07,81.31,UK (£ per tonne)
2022-08-08,83.81,Europe (€ per tonne)
2022-08-08,81.39,UK (£ per tonne)
2022-08-09,85.93,Europe (€ per tonne)
2022-08-09,82.23,UK (£ per tonne)
2022-08-10,85.92,Europe (€ per tonne)
2022-08-10,82.3,UK (£ per tonne)
2022-08-11,87.55,Europe (€ per tonne)
2022-08-11,84.8,UK (£ per tonne)
2022-08-12,88.87,Europe (€ per tonne)
2022-08-12,86.81,UK (£ per tonne)
2022-08-13,88.87,Europe (€ per tonne)
2022-08-13,86.81,UK (£ per tonne)
2022-08-14,88.87,Europe (€ per tonne)
2022-08-14,86.81,UK (£ per tonne)
2022-08-15,90.78,Europe (€ per tonne)
2022-08-15,89.94,UK (£ per tonne)
2022-08-16,92.08,Europe (€ per tonne)
2022-08-16,92.76,UK (£ per tonne)
2022-08-17,95.8,Europe (€ per tonne)
2022-08-17,94.38,UK (£ per tonne)
2022-08-18,96.04,Europe (€ per tonne)
2022-08-18,94.78,UK (£ per tonne)
2022-08-19,98.01,Europe (€ per tonne)
2022-08-19,97.75,UK (£ per tonne)
2022-08-20,98.01,Europe (€ per tonne)
2022-08-20,97.75,UK (£ per tonne)
2022-08-21,98.01,Europe (€ per tonne)
2022-08-21,97.75,UK (£ per tonne)
2022-08-22,92.17,Europe (€ per tonne)
2022-08-22,94.92,UK (£ per tonne)
2022-08-23,89.29,Europe (€ per tonne)
2022-08-23,93.16,UK (£ per tonne)
2022-08-24,89.24,Europe (€ per tonne)
2022-08-24,93.14,UK (£ per tonne)
2022-08-25,89.31,Europe (€ per tonne)
2022-08-25,95.33,UK (£ per tonne)
2022-08-26,90.31,Europe (€ per tonne)
2022-08-26,97.3,UK (£ per tonne)
2022-08-27,90.31,Europe (€ per tonne)
2022-08-27,97.3,UK (£ per tonne)
2022-08-28,90.31,Europe (€ per tonne)
2022-08-28,97.3,UK (£ per tonne)
2022-08-29,86.66,Europe (€ per tonne)
2022-08-29,97.3,UK (£ per tonne)
2022-08-30,80.81,Europe (€ per tonne)
2022-08-30,92.63,UK (£ per tonne)
2022-08-31,80.03,Europe (€ per tonne)
2022-08-31,97.09,UK (£ per tonne)
2022-09-01,80.79,Europe (€ per tonne)
2022-09-01,97.01,UK (£ per tonne)
2022-09-02,77.89,Europe (€ per tonne)
2022-09-02,95.75,UK (£ per tonne)
2022-09-03,77.89,Europe (€ per tonne)
2022-09-03,95.75,UK (£ per tonne)
2022-09-04,77.89,Europe (€ per tonne)
2022-09-04,95.75,UK (£ per tonne)
2022-09-05,74.45,Europe (€ per tonne)
2022-09-05,92.25,UK (£ per tonne)
2022-09-06,69.88,Europe (€ per tonne)
2022-09-06,87.13,UK (£ per tonne)
2022-09-07,69.03,Europe (€ per tonne)
2022-09-07,80.0,UK (£ per tonne)
2022-09-08,67.24,Europe (€ per tonne)
2022-09-08,76.43,UK (£ per tonne)
2022-09-09,66.08,Europe (€ per tonne)
2022-09-09,76.67,UK (£ per tonne)
2022-09-10,66.08,Europe (€ per tonne)
2022-09-10,76.67,UK (£ per tonne)
2022-09-11,66.08,Europe (€ per tonne)
2022-09-11,76.67,UK (£ per tonne)
2022-09-12,71.82,Europe (€ per tonne)
2022-09-12,79.86,UK (£ per tonne)
2022-09-13,69.75,Europe (€ per tonne)
2022-09-13,78.99,UK (£ per tonne)
2022-09-14,72.54,Europe (€ per tonne)
2022-09-14,79.25,UK (£ per tonne)
2022-09-15,71.85,Europe (€ per tonne)
2022-09-15,77.48,UK (£ per tonne)
2022-09-16,73.27,Europe (€ per tonne)
2022-09-16,76.57,UK (£ per tonne)
2022-09-17,73.27,Europe (€ per tonne)
2022-09-17,76.57,UK (£ per tonne)
2022-09-18,73.27,Europe (€ per tonne)
2022-09-18,76.57,UK (£ per tonne)
2022-09-19,71.1,Europe (€ per tonne)
2022-09-19,74.88,UK (£ per tonne)
2022-09-20,71.14,Europe (€ per tonne)
2022-09-20,73.92,UK (£ per tonne)
2022-09-21,69.79,Europe (€ per tonne)
2022-09-21,74.75,UK (£ per tonne)
2022-09-22,70.44,Europe (€ per tonne)
2022-09-22,75.76,UK (£ per tonne)
2022-09-23,65.77,Europe (€ per tonne)
2022-09-23,74.03,UK (£ per tonne)
2022-09-24,65.77,Europe (€ per tonne)
2022-09-24,74.03,UK (£ per tonne)
2022-09-25,65.77,Europe (€ per tonne)
2022-09-25,74.03,UK (£ per tonne)
2022-09-26,70.33,Europe (€ per tonne)
2022-09-26,75.28,UK (£ per tonne)
2022-09-27,67.96,Europe (€ per tonne)
2022-09-27,75.67,UK (£ per tonne)
2022-09-28,65.15,Europe (€ per tonne)
2022-09-28,75.26,UK (£ per tonne)
2022-09-29,65.73,Europe (€ per tonne)
2022-09-29,74.95,UK (£ per tonne)
2022-09-30,66.73,Europe (€ per tonne)
2022-09-30,75.03,UK (£ per tonne)
2022-10-01,66.73,Europe (€ per tonne)
2022-10-01,75.03,UK (£ per tonne)
2022-10-02,66.73,Europe (€ per tonne)
2022-10-02,75.03,UK (£ per tonne)
2022-10-03,65.94,Europe (€ per tonne)
2022-10-03,74.03,UK (£ per tonne)
2022-10-04,66.92,Europe (€ per tonne)
2022-10-04,73.63,UK (£ per tonne)
2022-10-05,67.07,Europe (€ per tonne)
2022-10-05,72.8,UK (£ per tonne)
2022-10-06,68.96,Europe (€ per tonne)
2022-10-06,73.77,UK (£ per tonne)
2022-10-07,69.85,Europe (€ per tonne)
2022-10-07,74.6,UK (£ per tonne)
2022-10-08,69.85,Europe (€ per tonne)
2022-10-08,74.6,UK (£ per tonne)
2022-10-09,69.85,Europe (€ per tonne)
2022-10-09,74.6,UK (£ per tonne)
2022-10-10,66.77,Europe (€ per tonne)
2022-10-10,71.74,UK (£ per tonne)
2022-10-11,66.34,Europe (€ per tonne)
2022-10-11,70.47,UK (£ per tonne)
2022-10-12,66.71,Europe (€ per tonne)
2022-10-12,71.85,UK (£ per tonne)
2022-10-13,68.84,Europe (€ per tonne)
2022-10-13,72.9,UK (£ per tonne)
2022-10-14,68.02,Europe (€ per tonne)
2022-10-14,71.01,UK (£ per tonne)
2022-10-15,68.02,Europe (€ per tonne)
2022-10-15,71.01,UK (£ per tonne)
2022-10-16,68.02,Europe (€ per tonne)
2022-10-16,71.01,UK (£ per tonne)
2022-10-17,67.51,Europe (€ per tonne)
2022-10-17,70.2,UK (£ per tonne)
2022-10-18,67.77,Europe (€ per tonne)
2022-10-18,70.19,UK (£ per tonne)
2022-10-19,67.29,Europe (€ per tonne)
2022-10-19,68.71,UK (£ per tonne)
2022-10-20,66.87,Europe (€ per tonne)
2022-10-20,68.72,UK (£ per tonne)
2022-10-21,68.72,Europe (€ per tonne)
2022-10-21,69.57,UK (£ per tonne)
2022-10-22,68.72,Europe (€ per tonne)
2022-10-22,69.57,UK (£ per tonne)
2022-10-23,68.72,Europe (€ per tonne)
2022-10-23,69.57,UK (£ per tonne)
2022-10-24,72.32,Europe (€ per tonne)
2022-10-24,72.05,UK (£ per tonne)
2022-10-25,77.11,Europe (€ per tonne)
2022-10-25,75.97,UK (£ per tonne)
2022-10-26,75.79,Europe (€ per tonne)
2022-10-26,76.0,UK (£ per tonne)
2022-10-27,80.21,Europe (€ per tonne)
2022-10-27,77.95,UK (£ per tonne)
2022-10-28,81.21,Europe (€ per tonne)
2022-10-28,78.36,UK (£ per tonne)
2022-10-29,81.21,Europe (€ per tonne)
2022-10-29,78.36,UK (£ per tonne)
2022-10-30,81.21,Europe (€ per tonne)
2022-10-30,78.36,UK (£ per tonne)
2022-10-31,79.97,Europe (€ per tonne)
2022-10-31,77.65,UK (£ per tonne)
2022-11-01,76.72,Europe (€ per tonne)
2022-11-01,74.71,UK (£ per tonne)
2022-11-02,76.7,Europe (€ per tonne)
2022-11-02,73.68,UK (£ per tonne)
2022-11-03,76.28,Europe (€ per tonne)
2022-11-03,73.29,UK (£ per tonne)
2022-11-04,76.36,Europe (€ per tonne)
2022-11-04,73.74,UK (£ per tonne)
2022-11-05,76.36,Europe (€ per tonne)
2022-11-05,73.74,UK (£ per tonne)
2022-11-06,76.36,Europe (€ per tonne)
2022-11-06,73.74,UK (£ per tonne)
2022-11-07,77.49,Europe (€ per tonne)
2022-11-07,74.59,UK (£ per tonne)
2022-11-08,76.06,Europe (€ per tonne)
2022-11-08,73.9,UK (£ per tonne)
2022-11-09,72.76,Europe (€ per tonne)
2022-11-09,72.36,UK (£ per tonne)
2022-11-10,73.05,Europe (€ per tonne)
2022-11-10,70.86,UK (£ per tonne)
2022-11-11,75.84,Europe (€ per tonne)
2022-11-11,71.71,UK (£ per tonne)
2022-11-12,75.84,Europe (€ per tonne)
2022-11-12,71.71,UK (£ per tonne)
2022-11-13,75.84,Europe (€ per tonne)
2022-11-13,71.71,UK (£ per tonne)
2022-11-14,75.23,Europe (€ per tonne)
